Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Experience Growth Total,Pre-Evolution Pokemon Id
61,Poliwhirl,Tadpole Pokémon,,,1.0,20.0,Water,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,Red,65,65,65,50,50,90,385,0,0,0,0,0,2,2,1059860,971.0
62,Poliwrath,Tadpole Pokémon,,,1.3,54.0,Water,Fighting,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,Red,90,95,95,70,90,70,510,0,0,3,0,0,0,3,1059860,982.0
63,Abra,Psi Pokémon,,,0.9,19.5,Psychic,,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,Red,25,20,15,105,55,90,310,0,0,0,1,0,0,1,1059860,
64,Kadabra,Psi Pokémon,,,1.3,56.5,Psychic,,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,Red,40,35,30,120,70,105,400,0,0,0,2,0,0,2,1059860,1004.0
65,Alakazam,Psi Pokémon,,,1.5,48.0,Psychic,,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,Red,55,50,45,135,95,120,500,0,0,0,3,0,0,3,1059860,1015.0
65,Alakazam,Psi Pokémon,Mega,,1.2,48.0,Psychic,,Trace,"When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.",,,,,X,55,50,65,175,105,150,600,0,0,0,3,0,0,3,1059860,
66,Machop,Superpower Pokémon,,,0.8,19.5,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Red,70,80,50,35,35,35,305,0,1,0,0,0,0,1,1059860,
67,Machoke,Superpower Pokémon,,,1.5,70.5,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Red,80,100,70,50,60,45,405,0,2,0,0,0,0,2,1059860,1076.0
68,Machamp,Superpower Pokémon,,,1.6,130.0,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Red,90,130,80,65,85,55,505,0,3,0,0,0,0,3,1059860,1087.0
68,Machamp,Superpower Pokémon,Gigantamax,,25.0,0.0,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Sword,90,130,80,65,85,55,505,0,3,0,0,0,0,3,1059860,
69,Bellsprout,Flower Pokémon,,,0.7,4.0,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Red,50,75,35,70,30,40,300,0,1,0,0,0,0,1,1059860,
70,Weepinbell,Flycatcher Pokémon,,,1.0,6.4,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Red,65,90,50,85,45,55,390,0,2,0,0,0,0,2,1059860,1109.0
71,Victreebel,Flycatcher Pokémon,,,1.7,15.5,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Red,80,105,65,100,70,70,490,0,3,0,0,0,0,3,1059860,1128.0
72,Tentacool,Jellyfish Pokémon,,,0.9,45.5,Water,Poison,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",Rain Dish,The Pokémon gradually regains HP in rain.,Red,40,40,35,50,100,70,335,0,0,0,0,1,0,1,1250000,
73,Tentacruel,Jellyfish Pokémon,,,1.6,55.0,Water,Poison,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",Rain Dish,The Pokémon gradually regains HP in rain.,Red,80,70,65,80,120,100,515,0,0,0,0,2,0,2,1250000,1150.0
74,Geodude,Rock Pokémon,,,0.4,20.0,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Red,40,80,100,30,30,20,300,0,0,1,0,0,0,1,1059860,
74,Geodude,Rock Pokémon,Alola,,0.4,20.3,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,Sun,40,80,100,30,30,20,300,0,0,1,0,0,0,1,1059860,
75,Graveler,Rock Pokémon,Alola,,1.0,110.0,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,Sun,55,95,115,45,45,35,390,0,0,2,0,0,0,2,1059860,1361.0
75,Graveler,Rock Pokémon,,,1.0,105.0,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Red,55,95,115,45,45,35,390,0,0,2,0,0,0,2,1059860,1265.0
76,Golem,Megaton Pokémon,,,1.4,300.0,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Red,80,120,130,55,65,45,495,0,0,3,0,0,0,3,1059860,1276.0
76,Golem,Megaton Pokémon,Alola,,1.7,316.0,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,Sun,80,120,130,55,65,45,495,0,0,3,0,0,0,3,1059860,1362.0
77,Ponyta,Unique Horn Pokémon,Galar,,0.8,24.0,Psychic,,Run Away,Enables a sure getaway from wild Pokémon.,Pastel Veil,Protects the Pokémon and its ally Pokémon from being poisoned.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Sword,50,85,55,65,65,90,410,0,0,0,0,0,1,1,1000000,
77,Ponyta,Fire Horse Pokémon,,,1.0,30.0,Fire,,Run Away,Enables a sure getaway from wild Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Red,50,85,55,65,65,90,410,0,0,0,0,0,1,1,1000000,
78,Rapidash,Fire Horse Pokémon,,,1.7,95.0,Fire,,Run Away,Enables a sure getaway from wild Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Red,65,100,70,80,80,105,500,0,0,0,0,0,2,2,1000000,1297.0
78,Rapidash,Unique Horn Pokémon,Galar,,1.7,80.0,Psychic,Fairy,Run Away,Enables a sure getaway from wild Pokémon.,Pastel Veil,Protects the Pokémon and its ally Pokémon from being poisoned.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Sword,65,100,70,80,80,105,500,0,0,0,0,0,2,2,1000000,1364.0
79,Slowpoke,Dopey Pokémon,Galar,,1.2,36.0,Psychic,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,Sword,90,65,65,40,40,15,315,1,0,0,0,0,0,1,1000000,
79,Slowpoke,Dopey Pokémon,,,1.2,36.0,Water,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,Red,90,65,65,40,40,15,315,1,0,0,0,0,0,1,1000000,
80,Slowbro,Hermit Crab Pokémon,Mega,,2.0,120.0,Water,Psychic,Shell Armor,A hard shell protects the Pokémon from critical hits.,,,,,Omega Ruby,95,75,180,130,80,30,590,0,0,2,0,0,0,2,1000000,
80,Slowbro,Hermit Crab Pokémon,Galar,,1.6,70.5,Poison,Psychic,Quick Draw,Enables the Pokémon to move first occasionally.,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,Sword,95,100,95,100,70,30,490,0,2,0,0,0,0,2,1000000,1366.0
80,Slowbro,Hermit Crab Pokémon,,,1.6,78.5,Water,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,Red,95,75,110,100,80,30,490,0,0,2,0,0,0,2,1000000,1319.0
81,Magnemite,Magnet Pokémon,,,0.3,6.0,Electric,Steel,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokémon moves last.,Red,25,35,70,95,55,45,325,0,0,0,1,0,0,1,1000000,
82,Magneton,Magnet Pokémon,,,1.0,60.0,Electric,Steel,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokémon moves last.,Red,50,60,95,120,70,70,465,0,0,0,2,0,0,2,1000000,46.0
83,Farfetch'd,Wild Duck Pokémon,,,0.8,15.0,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Red,52,90,55,58,62,60,377,0,1,0,0,0,0,1,1000000,
83,Farfetch'd,Wild Bull Pokémon,Galar,,0.8,42.0,Fighting,,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,,,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,Sword,52,95,55,58,62,55,377,0,1,0,0,0,0,1,1000000,
84,Doduo,Twin Bird Pokémon,,,1.4,39.2,Normal,Flying,Run Away,Enables a sure getaway from wild Pokémon.,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Tangled Feet,Raises evasiveness if the Pokémon is confused.,Red,35,85,45,35,35,75,310,0,1,0,0,0,0,1,1000000,
85,Dodrio,Triple Bird Pokémon,,,1.8,85.2,Normal,Flying,Run Away,Enables a sure getaway from wild Pokémon.,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Tangled Feet,Raises evasiveness if the Pokémon is confused.,Red,60,110,70,60,60,110,470,0,2,0,0,0,0,2,1000000,1343.0
86,Seel,Sea Lion Pokémon,,,1.1,90.0,Water,,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Hydration,Heals status conditions if it's raining.,Ice Body,The Pokémon gradually regains HP in a snowstorm.,Red,65,45,55,45,70,45,325,0,0,0,0,1,0,1,1000000,
87,Dewgong,Sea Lion Pokémon,,,1.7,120.0,Water,Ice,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Hydration,Heals status conditions if it's raining.,Ice Body,The Pokémon gradually regains HP in a snowstorm.,Red,90,70,80,70,95,70,475,0,0,0,0,2,0,2,1000000,1345.0
88,Grimer,Sludge Pokémon,,,0.9,30.0,Poison,,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Poison Touch,May poison a target when the Pokémon makes contact.,Red,80,80,50,40,50,25,325,1,0,0,0,0,0,1,1000000,
88,Grimer,Sludge Pokémon,Alola,,0.7,42.0,Poison,Dark,Poison Touch,May poison a target when the Pokémon makes contact.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Power of Alchemy,The Pokémon copies the Ability of a defeated ally.,Sun,80,80,50,40,50,25,325,1,0,0,0,0,0,1,1000000,
89,Muk,Sludge Pokémon,Alola,,1.0,52.0,Poison,Dark,Poison Touch,May poison a target when the Pokémon makes contact.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Power of Alchemy,The Pokémon copies the Ability of a defeated ally.,Sun,105,105,75,65,100,50,500,1,1,0,0,0,0,2,1000000,1372.0
89,Muk,Sludge Pokémon,,,1.2,30.0,Poison,,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Poison Touch,May poison a target when the Pokémon makes contact.,Red,105,105,75,65,100,50,500,1,1,0,0,0,0,2,1000000,1347.0
90,Shellder,Bivalve Pokémon,,,0.3,4.0,Water,,Shell Armor,A hard shell protects the Pokémon from critical hits.,Skill Link,Maximizes the number of times multistrike moves hit.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Red,30,65,100,45,25,40,305,0,0,1,0,0,0,1,1250000,
91,Cloyster,Bivalve Pokémon,,,1.5,132.5,Water,Ice,Shell Armor,A hard shell protects the Pokémon from critical hits.,Skill Link,Maximizes the number of times multistrike moves hit.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Red,50,95,180,85,45,70,525,0,0,2,0,0,0,2,1250000,1349.0
92,Gastly,Gas Pokémon,,,1.3,0.1,Ghost,Poison,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,Red,30,35,30,100,35,80,310,0,0,0,1,0,0,1,1059860,
93,Haunter,Gas Pokémon,,,1.6,0.1,Ghost,Poison,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,Red,45,50,45,115,55,95,405,0,0,0,2,0,0,2,1059860,1351.0
94,Gengar,Shadow Pokémon,,,1.5,40.5,Ghost,Poison,Cursed Body,May disable a move used on the Pokémon.,,,,,Red,60,65,60,130,75,110,500,0,0,0,3,0,0,3,1059860,1352.0
94,Gengar,Shadow Pokémon,Gigantamax,,20.0,0.0,Ghost,Poison,Cursed Body,May disable a move used on the Pokémon.,,,,,Sword,60,65,60,130,75,110,500,0,0,0,3,0,0,3,1059860,
94,Gengar,Shadow Pokémon,Mega,,1.4,40.5,Ghost,Poison,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,,,,,X,60,65,80,170,95,130,600,0,0,0,3,0,0,3,1059860,
95,Onix,Rock Snake Pokémon,,,8.8,210.0,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Red,35,45,160,30,45,70,385,0,0,1,0,0,0,1,1000000,
96,Drowzee,Hypnosis Pokémon,,,1.0,32.4,Psychic,,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Red,60,48,45,43,90,42,328,0,0,0,0,1,0,1,1000000,
97,Hypno,Hypnosis Pokémon,,,1.6,75.6,Psychic,,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Red,85,73,70,73,115,67,483,0,0,0,0,2,0,2,1000000,1355.0
98,Krabby,River Crab Pokémon,,,0.4,6.5,Water,,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Red,30,105,90,25,25,50,325,0,1,0,0,0,0,1,1000000,
99,Kingler,Pincer Pokémon,,,1.3,60.0,Water,,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Red,55,130,115,50,50,75,475,0,2,0,0,0,0,2,1000000,1357.0
99,Kingler,Pincer Pokémon,Gigantamax,,19.0,0.0,Water,,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Sword,55,130,115,50,50,75,475,0,2,0,0,0,0,2,1000000,
100,Voltorb,Ball Pokémon,,,0.5,10.5,Electric,,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,Red,40,30,50,55,55,100,330,0,0,0,0,0,1,1,1000000,
100,Voltorb,Sphere Pokémon,Hisui,,0.5,13.0,Electric,Grass,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,Legends Arceus,40,30,50,55,55,100,330,0,0,0,0,0,1,1,1000000,
101,Electrode,Ball Pokémon,,,1.2,66.6,Electric,,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,Red,60,50,70,80,80,150,490,0,0,0,0,0,2,2,1000000,47.0
101,Electrode,Sphere Pokémon,Hisui,,1.2,71.0,Electric,Grass,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,Legends Arceus,60,50,70,80,80,150,490,0,0,0,0,0,2,2,1000000,1620.0
102,Exeggcute,Egg Pokémon,,,0.4,2.5,Grass,Psychic,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,,,Harvest,May create another Berry after one is used.,Red,60,40,80,60,45,40,325,0,0,1,0,0,0,1,1250000,
103,Exeggutor,Coconut Pokémon,,,2.0,120.0,Grass,Psychic,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,,,Harvest,May create another Berry after one is used.,Red,95,95,85,125,75,55,530,0,0,0,2,0,0,2,1250000,136.0
